label,x,y,plot_type,plot_num
FLKeys,4081.6813427303373,343106.50209563883,path,1
FLKeys,4524.6462112368245,290136.19751068344,path,1
FLKeys,5015.683885593395,290136.19751068344,path,1
FLKeys,5560.01147177527,219358.48331594307,path,1
FLKeys,6163.412262695911,219358.48331594307,path,1
FLKeys,6832.297183700082,144106.62102587236,path,1
FLKeys,7573.772906435089,144106.62102587236,path,1
FLKeys,8395.717354786573,144106.62102587236,path,1
FLKeys,9306.863405103411,83268.43096744374,path,1
FLKeys,10316.891669997744,83268.43096744374,path,1
FLKeys,11436.533351515991,45004.458256677135,path,1
FLKeys,12677.684256460376,45004.458256677135,path,1
FLKeys,14053.531185234398,27306.700208245493,path,1
FLKeys,15578.692037050187,27306.700208245493,path,1
FLKeys,17269.371120067215,23822.43845438857,path,1
FLKeys,19143.53131657909,23822.43845438857,path,1
FLKeys,21221.084932444144,32884.49964995839,path,1
FLKeys,23524.10525846919,32884.49964995839,path,1
FLKeys,26077.06109151328,58508.81931573303,path,1
FLKeys,28907.0767070172,58508.81931573303,path,1
FLKeys,32044.220045077323,58508.81931573303,path,1
FLKeys,35521.822171941465,86844.62235309914,path,1
FLKeys,39376.83141109473,86844.62235309914,path,1
FLKeys,43650.2059064565,43415.01436934838,path,1
FLKeys,48387.34878853674,43415.01436934838,path,1
FLKeys,53638.59056704221,28288.118548284645,path,1
FLKeys,59459.72387518763,30034.844074752855,path,1
FLKeys,65912.59624718572,40700.644814324485,path,1
FLKeys,73065.76722697256,40700.644814324485,path,1
FLKeys,80995.2367897218,49111.458063250706,path,1
FLKeys,89785.25281537544,48692.25298626223,path,1
FLKeys,99529.20619331858,48692.25298626223,path,1
FLKeys,110330.62306837703,46661.102030984635,path,1
FLKeys,122304.26477040922,46661.102030984635,path,1
FLKeys,135577.3471138651,47831.60528995872,path,1
FLKeys,150290.89202194923,47831.60528995872,path,1
FLKeys,166601.22583592922,50471.78724433552,path,1
FLKeys,184681.6402286084,50471.78724433552,path,1
FLKeys,204724.23336859743,53395.438657199025,path,1
FLKeys,226941.9508971174,53395.438657199025,path,1
FLKeys,251570.84840201243,55240.45942896783,path,1
FLKeys,278872.59942697623,55240.45942896783,path,1
FLKeys,309137.2756627259,61005.3789791152,path,1
FLKeys,342686.4288586962,61005.3789791152,path,1
FLKeys,379876.50719950313,63409.991053081496,path,1
FLKeys,421102.642443998,69581.96405391447,path,1
FLKeys,466802.84806396056,69581.96405391447,path,1
FLKeys,517462.6729862042,81574.94198629742,path,1
FLKeys,573620.3603825019,81574.94198629742,path,1
FLKeys,635872.5663176939,81574.94198629742,path,1
FLKeys,704880.6990146443,107447.12144934614,path,1
FLKeys,781377.9460885477,107447.12144934614,path,1
FLKeys,866177.06441253,124864.5946287712,path,1
FLKeys,960179.0153791817,124864.5946287712,path,1
FLKeys,1064382.537304688,124864.5946287712,path,1
FLKeys,1179894.7566790665,137746.02743927386,path,1
FLKeys,1307942.9510033752,137746.02743927386,path,1
FLKeys,1449887.5881899823,137746.02743927386,path,1
FLKeys,1607236.781065032,277005.7238134914,path,1
FLKeys,1781662.3105472098,277005.7238134914,path,1
FLKeys,1975017.3877435569,277005.7238134914,path,1
FLKeys,2189356.343678475,277005.7238134914,path,1
FLKeys,2426956.455852508,277005.7238134914,path,1
FLKeys,2690342.1435305537,277005.7238134914,path,1
FLKeys,0.0,540003.8020805996,path,2
FLKeys,100.0,540003.8020805996,path,2
FLKeys,110.86406565643219,540003.8020805996,path,2
FLKeys,122.9084105387372,540003.8020805996,path,2
FLKeys,136.2612609569428,551459.060697807,path,2
FLKeys,151.0647738115875,551459.060697807,path,2
FLKeys,167.4765500222193,561694.5917129347,path,2
FLKeys,185.67131237576066,561694.5917129347,path,2
FLKeys,205.8427656574226,567578.5271088688,path,2
FLKeys,228.20565886746084,567578.5271088688,path,2
FLKeys,252.99807147851564,567271.7519294382,path,2
FLKeys,280.48394807344886,567271.7519294382,path,2
FLKeys,310.95590834790147,562196.1726369424,path,2
FLKeys,344.73836239337294,562196.1726369424,path,2
FLKeys,382.19096442669803,555989.8226223779,path,2
FLKeys,423.7124417349659,555989.8226223779,path,2
FLKeys,469.744839599525,555989.8226223779,path,2
FLKeys,520.7782273913194,551237.6259557428,path,2
FLKeys,577.3559159395162,551237.6259557428,path,2
FLKeys,640.0802417184813,547166.7286416538,path,2
FLKeys,709.6189794326269,547166.7286416538,path,2
FLKeys,786.7124512686914,541516.2559652623,path,2
FLKeys,872.18140850185,541516.2559652623,path,2
FLKeys,966.9357693646859,533116.654933131,path,2
FLKeys,1071.984306203993,533116.654933131,path,2
FLKeys,1188.445385056645,522476.7389772325,path,2
FLKeys,1317.558871980037,522476.7389772325,path,2
FLKeys,1460.6993328940957,510492.4122118961,path,2
FLKeys,1619.3906674627779,510492.4122118961,path,2
FLKeys,1795.3223328100703,497621.666618656,path,2
FLKeys,1990.367329791146,497621.666618656,path,2
FLKeys,2206.6021433038336,497621.666618656,path,2
FLKeys,2446.3288489286015,483259.74659996113,path,2
FLKeys,2712.099621248448,483259.74659996113,path,2
FLKeys,3006.7439047687294,462127.6814372297,path,2
FLKeys,3333.398536703577,462127.6814372297,path,2
FLKeys,3695.5411423216046,425426.6502257762,path,2
FLKeys,4097.0271583838885,425426.6502257762,path,2
FLKeys,4542.130878832574,364053.8512506397,path,2
FLKeys,5035.590959710027,364053.8512506397,path,2
FLKeys,5582.660867762287,277087.66969224985,path,2
FLKeys,6189.164809811932,277087.66969224985,path,2
FLKeys,6861.559738334699,180294.1117738454,path,2
FLKeys,7607.004093362698,180294.1117738454,path,2
FLKeys,8433.434012553109,180294.1117738454,path,2
FLKeys,9349.647820768767,99946.01524092765,path,2
FLKeys,10365.399698662266,99946.01524092765,path,2
FLKeys,11491.503527476558,49700.5580537638,path,2
FLKeys,12739.948015612843,49700.5580537638,path,2
FLKeys,14124.024332624353,26507.65497359491,path,2
FLKeys,15658.46760945112,26507.65497359491,path,2
FLKeys,17359.613811333074,19784.462403715846,path,2
FLKeys,19245.573653499367,19784.462403715846,path,2
